	Chr	Start	End	Name	Score	Strand	Length	Average_expression
ENSG00000163394	chr4	26481396	26490484	CCKAR	0	-	9088	0.072
ENSG00000163395	chr1	201190824	201228952	IGFN1	0	+	38128	0.751
ENSG00000163421	chr3	71771655	71785206	PROK2	0	-	13551	0.074
ENSG00000163440	chr4	55556519	55592245	PDCL2	0	-	35726	0.026
ENSG00000163449	chr2	216081866	216102783	TMEM169	0	+	20917	0.905
ENSG00000163464	chr2	218162841	218166962	CXCR1	0	-	4121	0.6
ENSG00000163497	chr2	218981087	218985184	FEV	0	-	4097	0.044
ENSG00000163499	chr2	218990189	218993422	CRYBA2	0	-	3233	0.266
ENSG00000163501	chr2	219054424	219060921	IHH	0	-	6497	0.042
ENSG00000163515	chr3	108743424	108757410	RETNLB	0	-	13986	0.008
ENSG00000163518	chr1	157573747	157598085	FCRL4	0	-	24338	0.141
ENSG00000163530	chr3	109293788	109316517	DPPA2	0	-	22729	0.034
ENSG00000163534	chr1	157794403	157820120	FCRL1	0	-	25717	0.913
ENSG00000163554	chr1	158610704	158686715	SPTA1	0	-	76011	0.298
ENSG00000163576	chr3	19879472	19947025	EFHB	0	-	67553	0.612
ENSG00000163581	chr3	170996347	171026743	SLC2A2	0	-	30396	0.014
ENSG00000163586	chr2	88122982	88128062	FABP1	0	-	5080	0.028
ENSG00000163630	chr3	63228315	63616924	SYNPR	0	+	388609	0.05
ENSG00000163645	chr3	150659885	150703971	ERICH6	0	-	44086	0.173
ENSG00000163666	chr3	57197838	57227606	HESX1	0	-	29768	0.883
ENSG00000163673	chr3	36712421	36764553	DCLK3	0	-	52132	0.688
ENSG00000163734	chr4	74036589	74038807	CXCL3	0	-	2218	0.4
ENSG00000163746	chr3	146391421	146495991	PLSCR2	0	-	104570	0.197
ENSG00000163792	chr2	27149004	27156974	TCF23	0	+	7970	0.256
ENSG00000163825	chr3	46494611	46500950	RTP3	0	+	6339	0.171
ENSG00000163827	chr3	46515385	46606948	LRRC2	0	-	91563	0.596
ENSG00000163833	chr3	121593379	121630295	FBXO40	0	+	36916	0.04
ENSG00000163885	chr3	126394909	126436556	CFAP100	0	+	41647	0.085
ENSG00000163914	chr3	129528639	129535344	RHO	0	+	6705	0.042
ENSG00000163958	chr3	196197452	196211437	ZDHHC19	0	-	13985	0.073
ENSG00000163982	chr4	4188726	4226929	OTOP1	0	-	38203	0.015
ENSG00000164007	chr1	42733093	42740254	CLDN19	0	-	7161	0.652
ENSG00000164049	chr3	48372219	48401259	FBXW12	0	+	29040	0.194
ENSG00000164076	chr3	49857988	49869935	CAMKV	0	-	11947	0.323
ENSG00000164082	chr3	51707068	51718613	GRM2	0	+	11545	0.634
ENSG00000164089	chr4	108742048	108763054	ETNPPL	0	-	21006	0.461
ENSG00000164100	chr4	118033618	118258634	NDST3	0	+	225016	0.321
ENSG00000164112	chr4	121758881	121765427	SMIM43	0	-	6546	0.179
ENSG00000164113	chr4	122378966	122429802	ADAD1	0	+	50836	0.011
ENSG00000164122	chr4	176213673	176277571	ASB5	0	-	63898	0.076
ENSG00000164123	chr4	158893134	159038760	C4orf45	0	-	145626	0.029
ENSG00000164175	chr5	33944623	33984693	SLC45A2	0	-	40070	0.143
ENSG00000164256	chr5	23443586	23528093	PRDM9	0	+	84507	0.01
ENSG00000164266	chr5	147824572	147831671	SPINK1	0	-	7099	0.426
ENSG00000164270	chr5	148451032	148677235	HTR4	0	-	226203	0.03
ENSG00000164299	chr5	80319625	80321842	SPZ1	0	+	2217	0.009
ENSG00000164303	chr4	184088706	184221230	ENPP6	0	-	132524	0.682
ENSG00000164325	chr5	73173193	73175143	TMEM174	0	+	1950	0.002
ENSG00000164362	chr5	1253147	1295068	TERT	0	-	41921	0.413
ENSG00000164363	chr5	1225381	1246189	SLC6A18	0	+	20808	0.002
ENSG00000164399	chr5	132060655	132063204	IL3	0	+	2549	0.002
ENSG00000164400	chr5	132073789	132076170	CSF2	0	+	2381	0.05
ENSG00000164418	chr6	100962701	102081622	GRIK2	0	+	1118921	0.786
ENSG00000164438	chr5	171309248	171312139	TLX3	0	+	2891	0.195
ENSG00000164458	chr6	166157656	166168700	TBXT	0	-	11044	0.036
ENSG00000164485	chr6	137143820	137173648	IL22RA2	0	-	29828	0.748
ENSG00000164488	chr6	168292830	168319777	DACT2	0	-	26947	0.5
ENSG00000164508	chr6	25726063	25726562	H2AC1	0	-	499	0.0
ENSG00000164509	chr5	55851357	55922854	IL31RA	0	+	71497	0.122
ENSG00000164512	chr5	56099680	56233330	ANKRD55	0	-	133650	0.294
ENSG00000164532	chr7	35202430	35254100	TBX20	0	-	51670	0.273
ENSG00000164588	chr5	45254948	45696498	HCN1	0	-	441550	0.226
ENSG00000164600	chr7	31337465	31340726	NEUROD6	0	-	3261	0.002
ENSG00000164651	chr7	20782279	20786886	SP8	0	-	4607	0.055
ENSG00000164675	chr7	123452193	123535077	IQUB	0	-	82884	0.954
ENSG00000164690	chr7	155799980	155812463	SHH	0	-	12483	0.362
ENSG00000164729	chr17	35192520	35194393	SLC35G3	0	-	1873	0.008
ENSG00000164744	chr7	47987148	48029119	SUN3	0	-	41971	0.107
ENSG00000164746	chr7	48035511	48061304	C7orf57	0	+	25793	0.231
ENSG00000164778	chr7	155458129	155464831	EN2	0	+	6702	0.639
ENSG00000164794	chr8	109963636	109975771	KCNV1	0	-	12135	0.119
ENSG00000164816	chr8	7055304	7056739	DEFA5	0	-	1435	0.003
ENSG00000164821	chr8	6935820	6938306	DEFA4	0	-	2486	0.005
ENSG00000164822	chr8	6924697	6926076	DEFA6	0	-	1379	0.003
ENSG00000164841	chr8	108606850	108787594	TMEM74	0	-	180744	0.186
ENSG00000164853	chr7	1232872	1237326	UNCX	0	+	4454	0.005
ENSG00000164871	chr8	7442684	7463674	SPAG11B	0	-	20990	0.007
ENSG00000164893	chr8	86214063	86321146	SLC7A13	0	-	107083	0.404
ENSG00000164900	chr7	151148009	151174745	GBX1	0	-	26736	0.015
ENSG00000164972	chr9	34379019	34397828	C9orf24	0	-	18809	0.221
ENSG00000165023	chr9	90609832	90642862	DIRAS2	0	-	33030	0.709
ENSG00000165059	chr9	69012504	69014113	PRKACG	0	-	1609	0.021
ENSG00000165066	chr8	41645177	41650817	NKX6-3	0	-	5640	0.117
ENSG00000165076	chr7	141836300	141841487	PRSS37	0	-	5187	0.062
ENSG00000165091	chr9	72521608	72838297	TMC1	0	+	316689	0.169
ENSG00000165131	chr7	142939343	142940868	LLCFC1	0	+	1525	0.049
ENSG00000165164	chrX	35919734	36385317	CFAP47	0	+	465583	0.998
ENSG00000165181	chr9	111686171	111795008	SHOC1	0	-	108837	0.525
ENSG00000165182	chrX	23908006	23939509	CXorf58	0	+	31503	0.481
ENSG00000165192	chrX	15281697	15315640	ASB11	0	-	33943	0.023
ENSG00000165197	chrX	15345596	15384413	VEGFD	0	-	38817	0.964
ENSG00000165202	chr9	122614738	122615682	OR1Q1	0	+	944	0.02
ENSG00000165246	chrY	14522573	14845654	NLGN4Y	0	+	323081	0.386
ENSG00000165325	chr11	93329971	93438487	DEUP1	0	+	108516	0.475
ENSG00000165349	chrX	70925579	70931125	SLC7A3	0	-	5546	0.482
ENSG00000165370	chrX	137023929	137033995	GPR101	0	-	10066	0.007
ENSG00000165379	chr14	41606876	41904549	LRFN5	0	+	297673	0.899
ENSG00000165471	chr10	52765380	52772784	MBL2	0	-	7404	0.029
ENSG00000165478	chr11	124919205	124936412	HEPACAM	0	-	17207	0.6
ENSG00000165496	chr14	46651010	46651781	RPL10L	0	-	771	0.1
ENSG00000165509	chrX	141838316	141897832	MAGEC3	0	+	59516	0.071
ENSG00000165553	chr14	77265483	77271206	NGB	0	-	5723	0.157
ENSG00000165555	chr14	77394021	77423523	NOXRED1	0	-	29502	0.613
ENSG00000165556	chr13	27960918	27969315	CDX2	0	-	8397	0.095
ENSG00000165566	chr13	25161679	25172288	AMER2	0	-	10609	0.466
ENSG00000165583	chrX	48186220	48196795	SSX5	0	-	10575	0.06
ENSG00000165584	chrX	48346427	48356707	SSX3	0	-	10280	0.062
ENSG00000165588	chr14	56799905	56816693	OTX2	0	-	16788	0.029
ENSG00000165606	chr10	49364066	49396089	DRGX	0	-	32023	0.036
ENSG00000165623	chr10	13221766	13234374	UCMA	0	-	12608	0.015
ENSG00000165694	chrX	132076990	132128020	FRMD7	0	-	51030	0.183
ENSG00000165762	chr14	19875142	19883932	OR4K2	0	+	8790	0.001
ENSG00000165794	chr14	20999255	21001871	SLC39A2	0	+	2616	0.761
ENSG00000165805	chr12	87980035	88034037	C12orf50	0	-	54002	0.037
ENSG00000165887	chr10	97572499	97583884	ANKRD2	0	+	11385	0.241
ENSG00000165899	chr12	80099537	80380880	OTOGL	0	+	281343	0.844
ENSG00000165917	chr11	47437764	47449143	RAPSN	0	-	11379	0.301
ENSG00000165935	chr12	27466810	27502185	SMCO2	0	+	35375	0.24
ENSG00000165953	chr14	94487274	94517844	SERPINA12	0	-	30570	0.542
ENSG00000165970	chr11	20599594	20659285	SLC6A5	0	+	59691	0.025
ENSG00000165972	chr12	95867048	95942635	CCDC38	0	-	75587	0.115
ENSG00000166049	chrX	151563675	151676739	PASD1	0	+	113064	0.032
ENSG00000166069	chr15	37921939	37967724	TMCO5A	0	+	45785	0.008
ENSG00000166090	chr14	23372809	23376403	IL25	0	+	3594	0.025
ENSG00000166091	chr14	23376773	23379772	CMTM5	0	+	2999	0.347
ENSG00000166105	chr11	134274245	134319564	GLB1L3	0	+	45319	0.574
ENSG00000166111	chr12	108907741	109021068	SVOP	0	-	113327	0.368
ENSG00000166118	chr11	133840631	133845538	SPATA19	0	-	4907	0.005
ENSG00000166143	chr15	40815451	40828709	PPP1R14D	0	-	13258	0.385
ENSG00000166152	chr16	49373804	49399431	C16orf78	0	+	25627	0.004
ENSG00000166153	chr12	100203669	100267079	DEPDC4	0	-	63410	0.686
ENSG00000166160	chrX	154219756	154233286	OPN1MW2	0	+	13530	0.002
ENSG00000166183	chr14	104085686	104115582	ASPG	0	+	29896	0.481
ENSG00000166211	chr12	101475336	101486997	SPIC	0	+	11661	0.037
ENSG00000166220	chr10	70771238	70785401	TBATA	0	-	14163	0.034
ENSG00000166323	chr11	108308519	108467531	C11orf65	0	-	159012	0.974
ENSG00000166329	chr17	57744495	57745299	CCDC182	0	-	804	0.009
ENSG00000166342	chr18	72742314	72868146	NETO1	0	-	125832	0.902
ENSG00000166351	chr21	13609777	13645823	POTED	0	+	36046	0.104
ENSG00000166359	chr19	33132090	33175799	WDR88	0	+	43709	0.584
ENSG00000166363	chr11	6845683	6846636	OR10A5	0	+	953	0.007
ENSG00000166368	chr11	6891574	6892500	OR2D2	0	-	926	0.009
ENSG00000166407	chr11	8224309	8268716	LMO1	0	-	44407	0.339
ENSG00000166527	chr12	8509475	8522366	CLEC4D	0	+	12891	0.239
ENSG00000166558	chr16	84009667	84042795	SLC38A8	0	-	33128	0.078
ENSG00000166569	chr18	59275156	59318649	CPLX4	0	-	43493	0.021
ENSG00000166573	chr18	77249848	77277900	GALR1	0	+	28052	0.064
ENSG00000166589	chr16	66908122	66918917	CDH16	0	-	10795	0.032
ENSG00000166596	chr17	9576627	9643447	CFAP52	0	+	66820	0.338
ENSG00000166603	chr18	60371062	60372775	MC4R	0	-	1713	0.05
ENSG00000166634	chr18	63542369	63569329	SERPINB12	0	+	26960	0.02
ENSG00000166664	chr15	30360566	30393849	CHRFAM7A	0	-	33283	0.956
ENSG00000166682	chr11	113687547	113706373	TMPRSS5	0	-	18826	0.741
ENSG00000166736	chr11	113975075	113990313	HTR3A	0	+	15238	0.55
ENSG00000166796	chr11	18412318	18452063	LDHC	0	+	39745	0.738
ENSG00000166856	chr12	56994492	56998447	GPR182	0	+	3955	0.168
ENSG00000166862	chr22	36560857	36703752	CACNG2	0	-	142895	0.058
ENSG00000166866	chr12	57028517	57051198	MYO1A	0	-	22681	0.161
ENSG00000166869	chr16	23755026	23758935	CHP2	0	+	3909	0.323
ENSG00000166884	chr11	59456961	59457905	OR4D6	0	+	944	0.002
ENSG00000166924	chr7	100483927	100494802	NYAP1	0	+	10875	0.476
ENSG00000166926	chr11	60327255	60396596	MS4A6E	0	+	69341	0.52
ENSG00000166930	chr11	60429572	60455214	MS4A5	0	+	25642	0.011
ENSG00000166948	chr20	2380901	2432753	TGM6	0	+	51852	0.002
ENSG00000166960	chr18	32937402	33441101	CCDC178	0	-	503699	0.458
ENSG00000166984	chr6	167146414	167196913	TCP10L2	0	+	50499	0.033
ENSG00000167011	chr7	101170496	101180293	NAT16	0	-	9797	0.1
ENSG00000167014	chr15	44956687	44979229	TERB2	0	+	22542	0.033
ENSG00000167098	chr20	32983773	33004433	SUN5	0	-	20660	0.002
ENSG00000167104	chr20	33031648	33044047	BPIFB6	0	+	12399	0.102
ENSG00000167117	chr17	50761029	50767557	ANKRD40CL	0	-	6528	0.038
ENSG00000167139	chr15	73873564	73889214	TBC1D21	0	+	15650	0.024
ENSG00000167195	chr15	75258334	75273455	GOLGA6C	0	+	15121	0.02
ENSG00000167210	chr18	46476972	46657220	LOXHD1	0	-	180248	0.426
ENSG00000167281	chr17	79089345	79611051	RBFOX3	0	-	521706	0.163
ENSG00000167311	chr11	3638512	3642316	ART5	0	-	3804	0.457
ENSG00000167332	chr11	4680171	4697854	OR51E2	0	-	17683	0.415
ENSG00000167346	chr11	4704784	4992431	MMP26	0	+	287647	0.025
ENSG00000167414	chr19	46633953	46636541	GNG8	0	-	2588	0.048
ENSG00000167434	chr17	60149942	60170899	CA4	0	+	20957	0.493
ENSG00000167580	chr12	49950737	49958878	AQP2	0	+	8141	0.136
ENSG00000167612	chr12	51888009	51891727	ANKRD33	0	+	3718	0.031
ENSG00000167618	chr19	54497879	54510687	LAIR2	0	+	12808	0.515
ENSG00000167633	chr19	54816468	54830778	KIR3DL1	0	+	14310	0.161
ENSG00000167654	chr19	3879864	3928082	ATCAY	0	+	48218	0.133
ENSG00000167664	chr19	4292232	4302431	TMIGD2	0	-	10199	0.248
ENSG00000167751	chr19	50861568	50880567	KLK2	0	+	18999	0.66
ENSG00000167769	chr19	6306142	6333612	ACER1	0	-	27470	0.18
ENSG00000167780	chr12	53103486	53124535	SOAT2	0	+	21049	0.214
ENSG00000167791	chr11	67518912	67524517	CABP2	0	-	5605	0.011
ENSG00000167822	chr11	56134721	56140201	OR8J3	0	-	5480	0.0
ENSG00000167825	chr11	55935456	55936400	OR5I1	0	-	944	0.0
ENSG00000167858	chr17	6789133	6831761	TEKT1	0	-	42628	0.499
ENSG00000167910	chr8	58490178	58500163	CYP7A1	0	-	9985	0.044
ENSG00000167914	chr17	39953263	39977768	GSDMA	0	+	24505	0.823
ENSG00000167916	chr17	40697991	40703752	KRT24	0	-	5761	0.597
ENSG00000167941	chr17	43753738	43758791	SOST	0	-	5053	0.095
ENSG00000167992	chr11	61258286	61295316	VWCE	0	-	37030	0.714
ENSG00000168065	chr11	64555690	64572875	SLC22A11	0	+	17185	0.134
ENSG00000168070	chr11	64937517	64972108	MAJIN	0	-	34591	0.177
ENSG00000168081	chr8	28316986	28343355	PNOC	0	+	26369	0.675
ENSG00000168124	chr16	3204247	3205188	OR1F1	0	+	941	0.04
ENSG00000168131	chr6	27911185	27912396	OR2B2	0	-	1211	0.02
ENSG00000168135	chr22	38426327	38455199	KCNJ4	0	-	28872	0.085
ENSG00000168148	chr1	228424845	228425360	H3-4	0	-	515	0.026
ENSG00000168158	chr16	3355889	3357306	OR2C1	0	+	1417	0.087
ENSG00000168229	chr14	52267698	52276724	PTGDR	0	+	9026	0.945
ENSG00000168267	chr10	23192312	23194245	PTF1A	0	+	1933	0.01
ENSG00000168314	chr3	39467198	39529479	MOBP	0	+	62281	0.101
ENSG00000168333	chr8	49054311	49076093	PPDPFL	0	+	21782	0.053
ENSG00000168348	chr14	35534164	35537054	INSM2	0	+	2890	0.038
ENSG00000168356	chr3	38845764	39052157	SCN11A	0	-	206393	0.465
ENSG00000168418	chr16	84218657	84240012	KCNG4	0	-	21355	0.02
ENSG00000168427	chr2	238138668	238152947	KLHL30	0	+	14279	0.561
ENSG00000168454	chr18	9885766	9889275	TXNDC2	0	+	3509	0.1
ENSG00000168481	chr8	22146830	22157084	LGI3	0	-	10254	0.188
ENSG00000168505	chr2	236165236	236168386	GBX2	0	-	3150	0.179
ENSG00000168509	chr1	146017468	146036746	HJV	0	-	19278	0.048
ENSG00000168515	chr11	62190216	62193539	SCGB1D1	0	+	3323	0.064
ENSG00000168530	chr2	210290150	210315174	MYL1	0	-	25024	0.487
ENSG00000168582	chr2	208160740	208163589	CRYGA	0	-	2849	0.001
ENSG00000168594	chr4	174829668	174978180	ADAM29	0	+	148512	0.607
ENSG00000168619	chr8	39584489	39730065	ADAM18	0	+	145576	0.05
ENSG00000168658	chr2	98087116	98313299	VWA3B	0	+	226183	0.436
ENSG00000168676	chr16	67289428	67326760	KCTD19	0	-	37332	0.305
ENSG00000168703	chr20	45123425	45124465	WFDC12	0	-	1040	0.079
ENSG00000168757	chrY	6246223	6249019	TSPY2	0	+	2796	0.001
ENSG00000168811	chr3	159988835	159996019	IL12A	0	+	7184	0.667
ENSG00000168828	chr9	35869463	35870401	OR13J1	0	-	938	0.093
ENSG00000168830	chr6	86937528	87016679	HTR1E	0	+	79151	0.129
ENSG00000168843	chr4	161383897	162164004	FSTL5	0	-	780107	0.91
ENSG00000168875	chr3	137764315	137766334	SOX14	0	+	2019	0.021
ENSG00000168878	chr2	85657314	85668741	SFTPB	0	-	11427	0.633
ENSG00000168903	chr5	180988846	181006727	BTNL3	0	+	17881	0.028
ENSG00000168925	chr16	75218988	75226338	CTRB1	0	+	7350	0.035
ENSG00000168928	chr16	75204103	75207161	CTRB2	0	-	3058	0.037
ENSG00000168930	chr11	89797655	89808575	TRIM49	0	-	10920	0.04
ENSG00000168955	chr2	227362038	227381995	TM4SF20	0	-	19957	0.021
ENSG00000168959	chr11	88504576	89065982	GRM5	0	-	561406	0.14
ENSG00000169006	chr2	11658178	11670195	NTSR2	0	-	12017	0.18
ENSG00000169031	chr2	227164624	227314792	COL4A3	0	+	150168	0.937
ENSG00000169059	chrX	6533618	6535118	VCX3A	0	-	1500	0.548
ENSG00000169064	chr3	167239843	167407874	ZBBX	0	-	168031	0.291
ENSG00000169067	chr5	57480018	57482811	ACTBL2	0	-	2793	0.197
ENSG00000169181	chr16	27787528	28063714	GSG1L	0	-	276186	0.349
ENSG00000169194	chr5	132656263	132661110	IL13	0	+	4847	0.042
ENSG00000169208	chr14	21568520	21580076	OR10G3	0	-	11556	0.001
ENSG00000169224	chr1	247507058	247577690	GCSAML	0	+	70632	0.503
ENSG00000169271	chr5	54455699	54456377	HSPB3	0	+	678	0.081
ENSG00000169297	chrX	30304206	30309390	NR0B1	0	-	5184	0.519
ENSG00000169306	chrX	28587446	29956718	IL1RAPL1	0	+	1369272	0.141
ENSG00000169314	chr22	23762990	23765863	C22orf15	0	+	2873	0.561
ENSG00000169327	chr14	21148370	21159060	OR5AU1	0	-	10690	0.013
ENSG00000169340	chr16	20359175	20404737	PDILT	0	-	45562	0.006
ENSG00000169344	chr16	20333051	20356301	UMOD	0	-	23250	0.374
ENSG00000169385	chr14	20955487	20956436	RNASE2	0	+	949	0.604
ENSG00000169393	chr19	47994632	48025154	ELSPBP1	0	+	30522	0.021
ENSG00000169397	chr14	20891385	20892348	RNASE3	0	+	963	0.027
ENSG00000169427	chr8	139600838	139704109	KCNK9	0	-	103271	0.311
ENSG00000169432	chr2	166195185	166376001	SCN9A	0	-	180816	0.957
ENSG00000169474	chr1	152985231	152985500	SPRR1A	0	+	269	0.443
ENSG00000169484	chr14	20014143	20019307	OR4K14	0	-	5164	0.001
ENSG00000169488	chr14	19975591	19976565	OR4K15	0	+	974	0.007
ENSG00000169495	chr8	38974228	38988663	HTRA4	0	+	14435	0.584
ENSG00000169509	chr1	152514482	152516008	CRCT1	0	+	1526	0.18
ENSG00000169548	chr22	22513736	22520270	ZNF280A	0	-	6534	0.079
ENSG00000169551	chrX	135156540	135171398	CT55	0	-	14858	0.035
ENSG00000169575	chr22	22244780	22245515	VPREB1	0	+	735	0.027
ENSG00000169605	chr2	68974573	68980980	GKN1	0	+	6407	0.013
ENSG00000169688	chr16	56651886	56653204	MT1B	0	+	1318	0.212
ENSG00000169704	chr3	129060779	129062406	GP9	0	+	1627	0.008
ENSG00000169717	chr1	3021467	3022903	ACTRT2	0	+	1436	0.001
ENSG00000169760	chr3	173396284	174286644	NLGN1	0	+	890360	0.902
ENSG00000169763	chrY	23681440	23694579	PRYP3	0	-	13139	0.0
ENSG00000169777	chr5	9627347	9712378	TAS2R1	0	-	85031	0.024
ENSG00000169789	chrY	22490397	22514637	PRY	0	+	24240	0.0
ENSG00000169800	chrY	22168542	22182982	RBMY1F	0	-	14440	0.002
ENSG00000169807	chrY	22071756	22096007	PRY2	0	-	24251	0.0
ENSG00000169836	chr4	103586031	103719985	TACR3	0	-	133954	0.173
ENSG00000169840	chr13	27792483	27794768	GSX1	0	+	2285	0.001
ENSG00000169856	chr15	52755053	52791078	ONECUT1	0	-	36025	0.04
ENSG00000169876	chr7	101020072	101058859	MUC17	0	+	38787	0.018
ENSG00000169877	chr16	31527900	31528803	AHSP	0	+	903	0.019
ENSG00000169884	chr12	48965340	48971735	WNT10B	0	-	6395	0.602
ENSG00000169885	chr1	1915108	1917296	CALML6	0	+	2188	0.519
ENSG00000169903	chr3	149474697	149503394	TM4SF4	0	+	28697	0.158
ENSG00000169933	chrX	11822423	12724523	FRMPD4	0	+	902100	0.093
ENSG00000169953	chrY	18731440	18773735	HSFY2	0	-	42295	0.001
ENSG00000169989	chr4	152769354	152779730	TIGD4	0	-	10376	0.594
ENSG00000169994	chr2	127535683	127637729	MYO7B	0	+	102046	0.732
ENSG00000170054	chr14	94462717	94479689	SERPINA9	0	-	16972	0.713
ENSG00000170074	chr5	177707981	177783398	FAM153A	0	-	75417	0.246
ENSG00000170092	chr7	75492320	75504316	SPDYE5	0	+	11996	0.946
ENSG00000170122	chr9	116231	118417	FOXD4	0	-	2186	0.605
ENSG00000170128	chr1	200872981	200874178	GPR25	0	+	1197	0.087
ENSG00000170162	chr6	117265558	117273565	VGLL2	0	+	8007	0.026
ENSG00000170178	chr2	176099795	176102489	HOXD12	0	+	2694	0.013
ENSG00000170180	chr4	144109303	144140751	GYPA	0	-	31448	0.015
ENSG00000170209	chr11	113387779	113400416	ANKK1	0	+	12637	0.658
ENSG00000170214	chr5	159865080	159973012	ADRA1B	0	+	107932	0.965
ENSG00000170231	chr5	160187367	160238735	FABP6	0	+	51368	0.837
ENSG00000170255	chr11	18933499	18939414	MRGPRX1	0	-	5915	0.002
ENSG00000170279	chr7	148590766	148615860	C7orf33	0	+	25094	0.027
ENSG00000170289	chr8	86553977	86743675	CNGB3	0	-	189698	0.126
ENSG00000170290	chr11	107707378	107719693	SLN	0	-	12315	0.305
ENSG00000170324	chr10	48153088	48274696	FRMPD2	0	-	121608	0.551
ENSG00000170374	chr12	53326575	53345315	SP7	0	-	18740	0.396
ENSG00000170396	chr2	184598529	184939492	ZNF804A	0	+	340963	0.583
ENSG00000170423	chr12	52837804	52849092	KRT78	0	-	11288	0.285
ENSG00000170426	chr12	56923133	56934408	SDR9C7	0	-	11275	0.141
ENSG00000170484	chr12	52565782	52573843	KRT74	0	-	8061	0.09
ENSG00000170486	chr12	52585589	52601538	KRT72	0	-	15949	0.131
ENSG00000170498	chr1	204190341	204196491	KISS1	0	-	6150	0.295
ENSG00000170509	chr4	87303789	87322886	HSD17B13	0	-	19097	0.256
ENSG00000170516	chr4	46734827	46909245	COX7B2	0	-	174418	0.179
ENSG00000170605	chr12	55126406	55132750	OR9K2	0	+	6344	0.001
ENSG00000170608	chr19	45863989	45873797	FOXA3	0	+	9808	0.996
ENSG00000170615	chr7	103352730	103446207	SLC26A5	0	-	93477	0.396
ENSG00000170681	chr9	100578079	100588389	CAVIN4	0	+	10310	0.517
ENSG00000170683	chr11	7937171	7941708	OR10A3	0	-	4537	0.011
ENSG00000170703	chr17	48762234	48817229	TTLL6	0	-	54995	0.24
ENSG00000170748	chr11	7088998	7091148	RBMXL2	0	+	2150	0.049
ENSG00000170777	chr9	6328375	6331891	TPD52L3	0	+	3516	0.006
ENSG00000170782	chr11	6876625	6877619	OR10A4	0	+	994	0.005
ENSG00000170790	chr11	6863057	6874717	OR10A2	0	+	11660	0.007
ENSG00000170807	chr7	123655866	123664290	LMOD2	0	+	8424	0.261
ENSG00000170819	chr3	133400056	133475222	BFSP2	0	+	75166	0.383
ENSG00000170820	chr2	48962157	49154527	FSHR	0	-	192370	0.005
ENSG00000170848	chr19	42902086	42919563	PSG6	0	-	17477	0.019
ENSG00000170890	chr12	120322115	120327779	PLA2G1B	0	-	5664	0.079
ENSG00000170891	chr4	5014586	5019458	CYTL1	0	-	4872	0.98
ENSG00000170920	chr19	9126012	9126950	OR7G3	0	-	938	0.001
ENSG00000170923	chr19	9100407	9107475	OR7G2	0	-	7068	0.012
ENSG00000170925	chrX	107980864	107982370	TEX13B	0	-	1506	0.019
ENSG00000170927	chr6	51615299	52087613	PKHD1	0	-	472314	0.903
ENSG00000170929	chr19	9087061	9095669	OR1M1	0	+	8608	0.002
ENSG00000170948	chr19	8832377	8843340	MBD3L1	0	+	10963	0.002
ENSG00000170950	chr6	49785660	49787285	PGK2	0	-	1625	0.057
ENSG00000170953	chr11	124539635	124545333	OR8B12	0	-	5698	0.003
ENSG00000170956	chr19	41796587	41811554	CEACAM3	0	+	14967	0.573
ENSG00000171014	chr11	123939617	123940573	OR4D5	0	+	956	0.001
ENSG00000171044	chr8	10896045	11201833	XKR6	0	-	305788	0.633
ENSG00000171053	chr11	125746279	125749867	PATE1	0	+	3588	0.017
ENSG00000171094	chr2	29192774	29921586	ALK	0	-	728812	0.43
ENSG00000171116	chrX	149774068	149776867	HSFX1	0	+	2799	0.953
ENSG00000171126	chr2	42442017	42493982	KCNG3	0	-	51965	0.488
ENSG00000171133	chr9	111327229	111330224	OR2K2	0	-	2995	0.01
ENSG00000171136	chr19	14028148	14031551	RLN3	0	+	3403	0.028
ENSG00000171180	chr1	248231417	248244679	OR2M4	0	+	13262	0.004
ENSG00000171217	chr6	155264013	155276548	CLDN20	0	+	12535	0.214
ENSG00000171234	chr4	69051363	69112987	UGT2B7	0	+	61624	0.668
ENSG00000171360	chr17	41436154	41440983	KRT38	0	-	4829	0.055
ENSG00000171396	chr17	41159649	41160748	KRTAP4-4	0	-	1099	0.001
ENSG00000171402	chrX	52862525	52868083	XAGE3	0	-	5558	0.107
ENSG00000171403	chr17	41565836	41572059	KRT9	0	-	6223	0.377
ENSG00000171405	chrX	52811287	52818301	XAGE5	0	+	7014	0.065
ENSG00000171433	chrX	48761747	48773648	GLOD5	0	+	11901	0.525
ENSG00000171446	chr17	40776808	40782550	KRT27	0	-	5742	0.027
ENSG00000171450	chr2	218959666	218962155	CDK5R2	0	+	2489	0.703
